Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
594479,Prof.,Ervin,D,Romig,M,ervin.romig@gmail.com,Edwardo Romig,Elinore Romig,Beamon,1/9/1978,06:18:18 PM,37.713171282707194,56,10/14/2000,Q4,H2,2000,10,October,Oct,14,Saturday,Sat,16.8,43827,23%,764-29-4188,217-296-5037,Keyesport,Clinton,Keyesport,IL,62253,Midwest,edromig,dHd?u{}-z\]
196471,Prof.,Fernando,L,Crampton,M,fernando.crampton@hotmail.com,Xavier Crampton,Hilda Crampton,Wiens,3/11/1961,05:11:47 AM,43.096969502914035,90,6/24/1996,Q2,H1,1996,6,June,Jun,24,Monday,Mon,21.11,169901,23%,201-84-7762,209-605-2024,Sacramento,Sacramento,Sacramento,CA,95813,West,flcrampton,pzSTKkFCy
864182,Mrs.,Drusilla,F,Tallent,F,drusilla.tallent@hotmail.com,Frederick Tallent,Doretta Tallent,Duell,6/28/1967,11:15:54 AM,32.82593211832432,42,10/4/1996,Q4,H2,1996,10,October,Oct,4,Friday,Fri,20.83,76944,30%,477-55-8177,252-778-9174,Selma,Johnston,Selma,NC,27576,South,dftallent,Ad44Z0cU
162210,Ms.,Gregory,M,Heideman,F,gregory.heideman@aol.com,Lino Heideman,Michaela Heideman,Walden,7/29/1982,11:07:20 AM,42.27300891016429,47,11/1/2012,Q4,H2,2012,11,November,Nov,1,Thursday,Thu,4.74,90023,7%,449-99-1110,217-354-0408,Ursa,Adams,Ursa,IL,62376,Midwest,gmheideman,ZzmElUu]
975754,Mr.,Stacy,A,Lantz,M,stacy.lantz@earthlink.net,Dana Lantz,Sidney Lantz,Littell,5/13/1958,03:40:41 PM,39.79115451817256,77,1/10/2003,Q1,H1,2003,1,January,Jan,10,Friday,Fri,14.56,198161,17%,122-98-5317,304-821-5669,Reader,Wetzel,Reader,WV,26167,South,salantz,oL1O4cQfNjg
801127,Mrs.,Desire,S,Hindman,F,desire.hindman@hotmail.com,Ulysses Hindman,Latonia Hindman,Kangas,3/17/1996,10:19:03 AM,38.27528675553396,47,7/1/2017,Q3,H2,2017,7,July,Jul,1,Saturday,Sat,0.07,101630,19%,510-33-8520,228-535-2960,Rienzi,Alcorn,Rienzi,MS,38865,South,dshindman,K;8}Pf24
249215,Ms.,Lenna,E,Arney,F,lenna.arney@gmail.com,Gil Arney,Rudy Arney,Dangerfield,9/24/1968,11:37:25 AM,38.36614912778739,40,4/7/1990,Q2,H1,1990,4,April,Apr,7,Saturday,Sat,27.33,97578,28%,177-86-0356,339-580-2868,Southwick,Hampden,Southwick,MA,1077,Northeast,learney,h6r._]eAzV
410103,Mrs.,Rosenda,B,Deane,F,rosenda.deane@aol.com,Keith Deane,Zulema Deane,Hamlin,11/30/1974,09:04:04 PM,48.20976211101711,57,8/26/2011,Q3,H2,2011,8,August,Aug,26,Friday,Fri,5.93,140660,5%,262-99-8964,240-642-5602,Trappe,Talbot,Trappe,MD,21673,South,rbdeane,cXYE0F_Rd8yT&A
800866,Mr.,Billie,L,Lord,M,billie.lord@microsoft.com,Arturo Lord,Rosalie Lord,Tittle,9/3/1992,09:15:10 AM,37.67879553691342,68,8/27/2014,Q3,H2,2014,8,August,Aug,27,Wednesday,Wed,2.92,68633,24%,072-02-0275,304-308-0521,Kiahsville,Wayne,Kiahsville,WV,25534,South,bllord,m<t5|k29Ky
730520,Mrs.,Bessie,E,Reider,F,bessie.reider@shell.com,Anton Reider,Jonnie Reider,Paylor,2/26/1987,12:24:15 AM,36.161004371663594,55,5/24/2017,Q2,H1,2017,5,May,May,24,Wednesday,Wed,0.18,143061,0%,310-37-1539,217-694-8164,Matherville,Mercer,Matherville,IL,61263,Midwest,bereider,i|D>g:|VBr^\<#
691287,Ms.,Consuela,V,Willis,F,consuela.willis@aol.com,Adolfo Willis,Colette Willis,Rakes,9/3/1988,05:56:28 AM,47.55397366083429,58,3/27/2016,Q1,H1,2016,3,March,Mar,27,Sunday,Sun,1.34,94729,18%,555-99-3200,319-799-4785,Des Moines,Polk,Des Moines,IA,50328,Midwest,cvwillis,bRs0fxW+At|
393135,Ms.,Kyra,E,Gaudet,F,kyra.gaudet@yahoo.ca,Leonel Gaudet,Lorette Gaudet,Huggins,12/25/1975,11:42:33 AM,43.610230724389034,59,8/18/2012,Q3,H2,2012,8,August,Aug,18,Saturday,Sat,4.95,144871,20%,472-57-5625,239-978-9381,Sarasota,Sarasota,Sarasota,FL,34233,South,kegaudet,SuJ0k8zJ
701815,Mr.,Herbert,Y,Quiroz,M,herbert.quiroz@gmail.com,Claude Quiroz,Leisha Quiroz,Mccary,9/23/1994,03:18:31 PM,41.22874566469315,60,12/20/2015,Q4,H2,2015,12,December,Dec,20,Sunday,Sun,1.61,109007,1%,486-29-9805,225-846-3225,Charenton,St. Mary,Charenton,LA,70523,South,hyquiroz,EQCSDMyOu7}
810878,Ms.,Adell,K,Cheney,F,adell.cheney@yahoo.com,Nicolas Cheney,Danielle Cheney,Borgen,6/12/1976,05:26:36 AM,42.87667848104802,52,1/11/2001,Q1,H1,2001,1,January,Jan,11,Thursday,Thu,16.55,62916,8%,100-02-3543,218-602-1895,Belle Plaine,Scott,Belle Plaine,MN,56011,Midwest,akcheney,qT]*2{iL;e
433939,Drs.,Zena,J,Pincus,F,zena.pincus@gmail.com,Howard Pincus,Elfreda Pincus,Moretz,5/12/1980,03:15:49 PM,40.851318070047625,42,11/9/2014,Q4,H2,2014,11,November,Nov,9,Sunday,Sun,2.72,92235,30%,020-94-7222,262-385-9808,Reeseville,Dodge,Reeseville,WI,53579,Midwest,zjpincus,cAep[fLA
547340,Mr.,Sung,B,Lasher,M,sung.lasher@gmail.com,Jere Lasher,Lesia Lasher,Jepsen,12/20/1991,05:46:10 AM,45.09816703522194,84,8/1/2016,Q3,H2,2016,8,August,Aug,1,Monday,Mon,0.99,121143,11%,374-37-5708,217-845-7252,Chicago,Cook,Chicago,IL,60638,Midwest,sblasher,Y5H0pOXUrv.Vk:D
537161,Drs.,Ouida,F,Lokken,F,ouida.lokken@gmail.com,Herschel Lokken,Travis Lokken,Elwood,3/20/1981,01:52:57 AM,37.830874768232725,43,8/27/2009,Q3,H2,2009,8,August,Aug,27,Thursday,Thu,7.92,153823,21%,382-37-5440,207-848-9913,Skowhegan,Somerset,Skowhegan,ME,4976,Northeast,oflokken,AG1?d1^x
633182,Mr.,Son,F,Stcyr,M,son.stcyr@hotmail.com,Stacy Stcyr,Lorriane Stcyr,Titsworth,5/27/1958,07:58:35 AM,43.14811266062106,87,1/22/1992,Q1,H1,1992,1,January,Jan,22,Wednesday,Wed,25.53,47571,12%,066-02-8287,423-703-0910,Memphis,Shelby,Memphis,TN,38146,South,sfstcyr,qzu**<*hwLaG6U:
537556,Hon.,Carmelita,E,Brimmer,F,carmelita.brimmer@aol.com,Omar Brimmer,Lera Brimmer,Sylvestre,7/17/1970,01:31:34 PM,41.52627112498818,49,8/31/2003,Q3,H2,2003,8,August,Aug,31,Sunday,Sun,13.92,140964,25%,270-17-6218,203-913-5321,Trumbull,Fairfield,Trumbull,CT,6611,Northeast,cebrimmer,uVeYW>664%TFg
858232,Mr.,Rusty,Y,Miguel,M,rusty.miguel@gmail.com,Ruben Miguel,Avelina Miguel,Lafleur,9/9/1990,12:57:34 AM,50.04509735515631,51,4/14/2016,Q2,H1,2016,4,April,Apr,14,Thursday,Thu,1.29,166870,17%,102-02-3357,210-748-7224,Amarillo,Randall,Amarillo,TX,79118,South,rymiguel,dl\uIF$9$
628139,Dr.,Eugenio,R,Dundas,M,eugenio.dundas@btinternet.com,Lucas Dundas,Tonia Dundas,Haughton,4/22/1974,06:01:42 PM,35.368370400247365,66,4/13/1997,Q2,H1,1997,4,April,Apr,13,Sunday,Sun,20.3,120902,6%,163-86-4487,210-552-9220,North Richland Hills,Tarrant,North Richland Hills,TX,76182,South,erdundas,k$]NQ\b~[k
178172,Ms.,Kanisha,M,Kirst,F,kanisha.kirst@hotmail.com,Max Kirst,Ashleigh Kirst,Nuss,8/27/1976,01:11:55 AM,39.5521163817802,55,3/27/2009,Q1,H1,2009,3,March,Mar,27,Friday,Fri,8.34,193561,28%,090-02-1558,219-766-4465,Waterloo,DeKalb,Waterloo,IN,46793,Midwest,kmkirst,lkfpJ8??C:+d|cx
893253,Mrs.,Britni,N,Garrick,F,britni.garrick@hotmail.com,Mohammad Garrick,Kaylene Garrick,Blacker,3/12/1962,09:19:56 AM,44.768934110222716,56,3/26/1983,Q1,H1,1983,3,March,Mar,26,Saturday,Sat,34.36,81318,6%,237-99-2261,252-683-1205,Winston Salem,Forsyth,Winston Salem,NC,27106,South,bngarrick,w$%MXCZD/A1#
374694,Ms.,Sirena,T,Hefner,F,sirena.hefner@yahoo.com,Robt Hefner,Dalila Hefner,Ureno,1/23/1960,10:03:04 AM,38.92265026498293,45,7/1/1987,Q3,H2,1987,7,July,Jul,1,Wednesday,Wed,30.1,50848,17%,608-87-7249,503-519-9804,Portland,Multnomah,Portland,OR,97236,West,sthefner,S.BO-~w6Lc%QA
550325,Hon.,Edmund,B,Guzzi,M,edmund.guzzi@gmail.com,Myron Guzzi,Devin Guzzi,Nickell,3/3/1982,02:10:02 PM,44.08761721527975,72,1/7/2015,Q1,H1,2015,1,January,Jan,7,Wednesday,Wed,2.56,113849,26%,122-98-5038,210-920-2277,Corpus Christi,Nueces,Corpus Christi,TX,78480,South,ebguzzi,3OI7#zo&W;2yX
774680,Mr.,Malik,F,Desrosiers,M,malik.desrosiers@earthlink.net,Deandre Desrosiers,Hollis Desrosiers,Laffey,10/3/1987,01:09:33 PM,39.70435974497886,65,7/26/2015,Q3,H2,2015,7,July,Jul,26,Sunday,Sun,2.01,40072,4%,502-37-6171,231-885-4321,Mikado,Alcona,Mikado,MI,48745,Midwest,mfdesrosiers,Gz3k<yI.CbX
903425,Ms.,Gianna,E,Turek,F,gianna.turek@bp.com,Geoffrey Turek,Jeannette Turek,Grass,1/8/1993,03:50:16 PM,40.233071974716495,44,2/20/2014,Q1,H1,2014,2,February,Feb,20,Thursday,Thu,3.44,145727,9%,614-87-0709,217-521-9843,Moline,Rock Island,Moline,IL,61265,Midwest,geturek,V#WE^Py3\&r
500643,Ms.,Livia,Q,Bjork,F,livia.bjork@gmail.com,Napoleon Bjork,Lynell Bjork,Rusk,7/22/1966,11:22:28 AM,45.11890126976583,50,3/13/1998,Q1,H1,1998,3,March,Mar,13,Friday,Fri,19.39,125785,16%,657-36-5593,239-515-7999,Brooksville,Hernando,Brooksville,FL,34605,South,lqbjork,AR#r|f#AX&Ixf
814188,Mr.,Craig,E,Ratley,M,craig.ratley@gmail.com,Lacy Ratley,Awilda Ratley,Tse,6/20/1979,04:39:20 AM,41.80677727761228,65,10/4/2002,Q4,H2,2002,10,October,Oct,4,Friday,Fri,14.82,84547,19%,421-67-0964,236-240-2718,Tasley,Accomack,Tasley,VA,23441,South,ceratley,tn@z&~0qFN}
946848,Mr.,Odell,W,Panton,M,odell.panton@aol.com,Ray Panton,Janessa Panton,Konrad,8/11/1958,04:23:07 AM,42.17091268462088,69,10/1/2015,Q4,H2,2015,10,October,Oct,1,Thursday,Thu,1.82,61453,5%,567-99-6977,205-379-4733,Butler,Choctaw,Butler,AL,36904,South,owpanton,ZT1@ij/$24xv|u:
384535,Ms.,Sima,N,Burrier,F,sima.burrier@aol.com,Davis Burrier,Zenobia Burrier,Hoose,1/19/1960,09:06:27 PM,45.55546817022814,44,7/22/2017,Q3,H2,2017,7,July,Jul,22,Saturday,Sat,0.02,161155,9%,107-98-5199,209-577-6119,Verdugo City,Los Angeles,Verdugo City,CA,91046,West,snburrier,PnF4t39NS^:6CD
508919,Mrs.,Liberty,Z,Fryman,F,liberty.fryman@gmail.com,Dirk Fryman,Maple Fryman,Patty,10/28/1979,08:22:57 PM,48.26721668825046,59,5/13/2003,Q2,H1,2003,5,May,May,13,Tuesday,Tue,14.22,40790,8%,581-99-1129,231-818-7319,Lansing,Ingham,Lansing,MI,48933,Midwest,lzfryman,WtnydXek
323430,Mr.,Cristopher,F,Estepp,M,cristopher.estepp@shaw.ca,Miguel Estepp,Tiffani Estepp,Wilkey,11/4/1965,11:37:35 PM,40.575818983824554,87,10/30/2003,Q4,H2,2003,10,October,Oct,30,Thursday,Thu,13.75,175664,8%,363-39-6919,239-927-6674,Summerfield,Marion,Summerfield,FL,34491,South,cfestepp,2tKiN9#vi?
483575,Mr.,Anibal,Y,Major,M,anibal.major@charter.net,Ed Major,Romana Major,Manz,12/2/1963,06:39:31 PM,39.365843569801996,86,4/30/2013,Q2,H1,2013,4,April,Apr,30,Tuesday,Tue,4.25,159705,25%,004-13-5855,304-493-2461,Napier,Braxton,Napier,WV,26631,South,aymajor,py_PANVHO0TH
692105,Mr.,Olen,W,Welborn,M,olen.welborn@btinternet.com,Roy Welborn,Sheilah Welborn,Lind,11/21/1989,08:27:19 PM,41.97900278562202,65,3/7/2015,Q1,H1,2015,3,March,Mar,7,Saturday,Sat,2.39,71595,26%,682-24-2650,802-728-7415,Craftsbury Common,Orleans,Craftsbury Common,VT,5827,Northeast,owwelborn,gY]?&eD^p|E-Bv5
388510,Mrs.,Claudette,N,Minch,F,claudette.minch@rediffmail.com,Kip Minch,Mabel Minch,Ellerman,2/11/1970,02:42:22 AM,43.10771609510507,41,8/10/2000,Q3,H2,2000,8,August,Aug,10,Thursday,Thu,16.98,53882,17%,053-02-6124,236-535-5769,Dutton,Gloucester,Dutton,VA,23050,South,cnminch,vu%Q4TS2w~n;FV
277757,Mr.,Leslie,C,Kellogg,M,leslie.kellogg@gmail.com,Arturo Kellogg,Jaimee Kellogg,Horton,5/22/1985,04:08:03 AM,36.98292895874241,69,6/6/2008,Q2,H1,2008,6,June,Jun,6,Friday,Fri,9.15,143146,25%,636-31-3338,210-616-2781,Orange,Orange,Orange,TX,77631,South,lckellogg,gl?xE;4dFn-
285741,Mr.,Claud,V,Stuckey,M,claud.stuckey@walmart.com,Sidney Stuckey,Sage Stuckey,Uchida,10/20/1971,02:01:45 AM,43.385071520443304,77,9/13/2004,Q3,H2,2004,9,September,Sep,13,Monday,Mon,12.88,116985,4%,481-41-6716,262-295-6761,Montello,Marquette,Montello,WI,53949,Midwest,cvstuckey,6$HcAfS55P}sqY_
734609,Drs.,Gwen,U,Kinser,F,gwen.kinser@microsoft.com,Edwardo Kinser,Nora Kinser,Wiggin,7/12/1990,11:21:34 PM,51.46329040376769,54,11/3/2014,Q4,H2,2014,11,November,Nov,3,Monday,Mon,2.73,180575,12%,055-02-8261,252-572-3614,Watha,Pender,Watha,NC,28471,South,gukinser,g$.#j\]J
358436,Hon.,Hermine,B,Pauling,F,hermine.pauling@outlook.com,Raymundo Pauling,Jae Pauling,Boulanger,10/5/1966,10:15:43 AM,39.48724844012937,53,3/27/1994,Q1,H1,1994,3,March,Mar,27,Sunday,Sun,23.35,144484,18%,295-15-7383,231-296-3860,Rumely,Alger,Rumely,MI,49826,Midwest,hbpauling,7G0OPekR]5vR_2v
297884,Drs.,Antionette,A,Lisk,F,antionette.lisk@yahoo.com,Demarcus Lisk,Lizeth Lisk,Goosby,3/31/1990,09:32:08 PM,41.7682593981694,51,7/26/2012,Q3,H2,2012,7,July,Jul,26,Thursday,Thu,5.01,98722,1%,302-15-1435,270-671-2168,Lewisport,Hancock,Lewisport,KY,42351,South,aalisk,5[}*f8{T
657870,Ms.,Kiara,Y,Winkel,F,kiara.winkel@hotmail.com,Wally Winkel,Suk Winkel,Viera,3/21/1980,06:07:02 PM,32.53987752197893,44,5/31/2008,Q2,H1,2008,5,May,May,31,Saturday,Sat,9.16,88109,23%,357-08-0503,209-480-9392,Bakersfield,Kern,Bakersfield,CA,93314,West,kywinkel,oT8v<o.y%M{?O*;
320696,Prof.,Ervin,B,Ness,M,ervin.ness@yahoo.com,Garrett Ness,Numbers Ness,Meister,8/12/1982,12:14:41 AM,44.074639232581305,59,5/24/2012,Q2,H1,2012,5,May,May,24,Thursday,Thu,5.18,153649,0%,706-18-0516,201-435-7099,Milmay,Atlantic,Milmay,NJ,8340,Northeast,ebness,L!pW3K_n3voHv;
603864,Dr.,Chuck,T,Earnhardt,M,chuck.earnhardt@hotmail.co.uk,Emile Earnhardt,Magdalene Earnhardt,Fludd,9/19/1960,11:37:52 AM,36.1616784016958,72,10/29/2014,Q4,H2,2014,10,October,Oct,29,Wednesday,Wed,2.75,125927,19%,360-08-1238,316-859-4597,Coldwater,Comanche,Coldwater,KS,67029,Midwest,ctearnhardt,9\x544PU/C
994975,Drs.,Nakesha,M,Sais,F,nakesha.sais@earthlink.net,Burton Sais,Sharika Sais,Wardell,1/1/1977,08:02:36 AM,29.78141450391867,60,10/2/2005,Q4,H2,2005,10,October,Oct,2,Sunday,Sun,11.83,172402,16%,569-99-8209,239-681-8470,Tallahassee,Leon,Tallahassee,FL,32307,South,nmsais,R*o>x[$[l3XgWB~
710911,Ms.,Alyson,W,Weimer,F,alyson.weimer@aol.com,Eli Weimer,Polly Weimer,Quon,7/9/1958,01:46:13 AM,45.1585284211031,41,9/13/2002,Q3,H2,2002,9,September,Sep,13,Friday,Fri,14.88,173047,30%,684-24-0189,803-666-4612,Allendale,Allendale,Allendale,SC,29810,South,awweimer,jp0W/q4I?:K
173076,Hon.,Abel,O,Lodge,M,abel.lodge@outlook.com,Ollie Lodge,Thomasine Lodge,Powley,1/15/1963,10:52:23 PM,41.75924133843326,70,12/2/2004,Q4,H2,2004,12,December,Dec,2,Thursday,Thu,12.66,140905,16%,112-98-6175,215-269-2752,Millheim,Centre,Millheim,PA,16854,Northeast,aolodge,cl1YIepoe
345552,Prof.,Sol,N,Kegler,M,sol.kegler@rediffmail.com,Kennith Kegler,Lanie Kegler,Breed,1/16/1963,08:48:34 AM,48.33363624207894,53,3/30/1988,Q1,H1,1988,3,March,Mar,30,Wednesday,Wed,29.35,117947,27%,113-98-8553,803-305-3489,Timmonsville,Florence,Timmonsville,SC,29161,South,snkegler,Lel>NmwW
540092,Mrs.,Freda,I,Torgerson,F,freda.torgerson@gmail.com,Carter Torgerson,Jimmie Torgerson,Kaufmann,3/24/1967,08:37:01 AM,39.09733724690111,55,4/11/2005,Q2,H1,2005,4,April,Apr,11,Monday,Mon,12.3,54975,22%,264-99-1438,303-657-7820,Broomfield,Boulder,Broomfield,CO,80020,West,fitorgerson,ZSj@bS3>
653901,Mr.,Guillermo,C,Higbee,M,guillermo.higbee@shell.com,Jack Higbee,Elfriede Higbee,Daggett,10/31/1983,01:40:18 AM,41.33436372999632,55,11/2/2011,Q4,H2,2011,11,November,Nov,2,Wednesday,Wed,5.74,189426,16%,712-18-5779,210-299-9178,Silsbee,Hardin,Silsbee,TX,77656,South,gchigbee,1LoB%{o7[A
386856,Hon.,Cathie,S,Ehmann,F,cathie.ehmann@aol.com,Hung Ehmann,Mackenzie Ehmann,Fincher,6/4/1963,02:46:01 AM,38.63891228100368,41,3/2/2004,Q1,H1,2004,3,March,Mar,2,Tuesday,Tue,13.41,179464,16%,538-71-5285,219-948-7957,Evansville,Vanderburgh,Evansville,IN,47713,Midwest,csehmann,SPV##\&BRze;
687071,Mr.,Jae,X,Humphries,M,jae.humphries@yahoo.com,Brandon Humphries,Janie Humphries,Spruill,5/28/1985,03:04:38 AM,34.91611464906042,78,2/27/2011,Q1,H1,2011,2,February,Feb,27,Sunday,Sun,6.42,99185,29%,252-99-9723,201-841-8543,Brielle,Monmouth,Brielle,NJ,8730,Northeast,jxhumphries,b;:lFRcD5k_7.4Q
344748,Ms.,Effie,F,Quill,F,effie.quill@hotmail.com,Chance Quill,Tiny Quill,Brodeur,12/16/1987,06:06:20 AM,32.15324613372181,42,7/11/2010,Q3,H2,2010,7,July,Jul,11,Sunday,Sun,7.05,180517,11%,354-08-4680,262-638-8850,Algoma,Kewaunee,Algoma,WI,54201,Midwest,efquill,0pzG>U4yJjqh/
752305,Mr.,Porter,V,Grondin,M,porter.grondin@yahoo.co.uk,Giuseppe Grondin,Shawnee Grondin,Slavens,9/27/1987,02:31:21 PM,30.30937202897426,70,12/24/2008,Q4,H2,2008,12,December,Dec,24,Wednesday,Wed,8.6,125029,10%,132-98-9309,480-746-2349,Tucson,Pima,Tucson,AZ,85702,West,pvgrondin,NrNc@<*+@{/W6r~
887870,Mrs.,Merilyn,S,Mance,F,merilyn.mance@shaw.ca,Gavin Mance,Sirena Mance,Sedgwick,8/15/1991,07:57:29 PM,33.57448362853066,59,10/22/2014,Q4,H2,2014,10,October,Oct,22,Wednesday,Wed,2.77,115974,6%,713-18-6168,229-372-2596,Crawford,Oglethorpe,Crawford,GA,30630,South,msmance,hcpDMeGp~k
573134,Hon.,Glenn,P,Mccarroll,M,glenn.mccarroll@shell.com,Vince Mccarroll,Sage Mccarroll,Leavell,8/12/1981,09:11:28 AM,37.57393752983705,54,10/16/2015,Q4,H2,2015,10,October,Oct,16,Friday,Fri,1.78,139693,1%,034-92-9677,212-699-0269,Southold,Suffolk,Southold,NY,11971,Northeast,gpmccarroll,Hj*RHa\1B5
297017,Drs.,Jacalyn,D,Alejandro,F,jacalyn.alejandro@gmail.com,Elvin Alejandro,Nickie Alejandro,Ohler,4/12/1974,10:31:54 PM,32.62392880688978,54,11/14/2010,Q4,H2,2010,11,November,Nov,14,Sunday,Sun,6.71,68878,2%,192-86-2278,239-487-2694,Lake Worth,Palm Beach,Lake Worth,FL,33460,South,jdalejandro,cf31UHS?[h0f0Ld
508562,Mr.,Reyes,Z,Vanish,M,reyes.vanish@ibm.com,Jamaal Vanish,Vanetta Vanish,Groom,8/22/1970,05:20:37 AM,40.82844453092939,69,1/3/2005,Q1,H1,2005,1,January,Jan,3,Monday,Mon,12.57,150296,16%,589-99-9847,215-503-5881,Nicholson,Wyoming,Nicholson,PA,18446,Northeast,rzvanish,z1|4x6jRtVQ3w
335461,Ms.,Vella,O,Rall,F,vella.rall@hotmail.com,Jamey Rall,Mirta Rall,Delacerda,4/12/1973,05:56:12 PM,40.12579063219326,44,5/2/2003,Q2,H1,2003,5,May,May,2,Friday,Fri,14.25,49118,26%,405-73-0433,212-468-9051,Pleasantville,Westchester,Pleasantville,NY,10572,Northeast,vorall,EPJhi4pwLF
970161,Mrs.,Sara,I,Carrick,F,sara.carrick@gmail.com,Simon Carrick,Kyong Carrick,Mock,1/16/1984,12:49:48 AM,38.28191174926251,46,4/7/2011,Q2,H1,2011,4,April,Apr,7,Thursday,Thu,6.31,193423,23%,292-15-2871,217-535-1672,Chicago,Cook,Chicago,IL,60620,Midwest,sicarrick,kOt+jkgra
442092,Dr.,Newton,M,Adame,M,newton.adame@gmail.com,Lemuel Adame,Jackie Adame,Pettry,9/8/1983,12:42:37 AM,39.439469855433934,60,4/23/2007,Q2,H1,2007,4,April,Apr,23,Monday,Mon,10.27,68195,9%,504-45-4353,803-592-2983,Cope,Orangeburg,Cope,SC,29038,South,nmadame,rursmKY02q;
731538,Ms.,Valda,Q,Su,F,valda.su@aol.com,Clinton Su,Migdalia Su,Abernethy,4/7/1982,12:54:50 AM,42.149827259847704,54,1/7/2013,Q1,H1,2013,1,January,Jan,7,Monday,Mon,4.56,190823,27%,413-99-8491,218-788-4033,Isle,Mille Lacs,Isle,MN,56342,Midwest,vqsu,rrm!P6;O>e
580812,Mrs.,Noella,X,Bolander,F,noella.bolander@gmail.com,Zack Bolander,Nicol Bolander,Yokum,3/12/1966,12:57:24 AM,52.19592032008073,46,11/18/2001,Q4,H2,2001,11,November,Nov,18,Sunday,Sun,15.7,172110,29%,379-37-7965,319-485-2208,Gravity,Taylor,Gravity,IA,50848,Midwest,nxbolander,o--d8ueS:J/&N
380157,Mrs.,Aaron,P,Plumb,F,aaron.plumb@gmail.com,Tanner Plumb,Patty Plumb,Krantz,3/17/1967,10:11:38 AM,40.49327786146226,50,11/3/2009,Q4,H2,2009,11,November,Nov,3,Tuesday,Tue,7.74,90738,3%,430-99-8294,236-230-8261,Richmond,Richmond (city),Richmond,VA,23224,South,applumb,v3-FoIny6HaS@
218397,Drs.,Magdalena,Z,Rosenbloom,F,magdalena.rosenbloom@walmart.com,Jude Rosenbloom,Brittney Rosenbloom,Wommack,9/17/1981,11:12:19 AM,38.7783046430147,56,5/10/2015,Q2,H1,2015,5,May,May,10,Sunday,Sun,2.22,97383,12%,408-99-1808,225-865-5851,Alexandria,Rapides,Alexandria,LA,71302,South,mzrosenbloom,Pf:>MTD~<cty6N
494855,Mr.,Cedric,M,Maul,M,cedric.maul@aol.com,Robt Maul,Therese Maul,Thor,4/4/1985,03:39:56 AM,50.37025215908396,88,6/24/2016,Q2,H1,2016,6,June,Jun,24,Friday,Fri,1.09,179860,10%,642-29-3371,803-846-3562,Conestee,Greenville,Conestee,SC,29636,South,cmmaul,b[[z~-t}7
680836,Mr.,Alfredo,L,Daigre,M,alfredo.daigre@exxonmobil.com,Loyd Daigre,Louis Daigre,Setzer,12/3/1984,09:24:46 AM,45.15836640141273,85,2/26/2007,Q1,H1,2007,2,February,Feb,26,Monday,Mon,10.42,175192,17%,161-86-1936,217-398-9445,Chicago,Cook,Chicago,IL,60667,Midwest,aldaigre,wj|TnB*d
354610,Ms.,Sophie,Y,Rosenbloom,F,sophie.rosenbloom@hotmail.com,Irving Rosenbloom,Haydee Rosenbloom,Legette,3/9/1984,09:00:32 PM,42.85048719082571,42,5/8/2005,Q2,H1,2005,5,May,May,8,Sunday,Sun,12.23,50905,19%,661-22-4469,217-292-8045,South Roxana,Madison,South Roxana,IL,62087,Midwest,syrosenbloom,W91Q}xQH
582582,Mr.,Lupe,H,Katz,M,lupe.katz@gmail.com,Raphael Katz,Kera Katz,Bourg,5/9/1978,01:19:27 PM,45.051962136978894,75,1/30/2006,Q1,H1,2006,1,January,Jan,30,Monday,Mon,11.5,188640,3%,407-73-1329,803-744-9930,Roebuck,Spartanburg,Roebuck,SC,29376,South,lhkatz,DQ<83O#WNl2MEbM
539669,Mr.,Elbert,T,Orrell,M,elbert.orrell@gmail.com,Rory Orrell,Sherill Orrell,Chenoweth,8/1/1991,09:41:47 PM,28.919704316184905,66,5/13/2016,Q2,H1,2016,5,May,May,13,Friday,Fri,1.21,190818,25%,494-29-4649,316-845-3727,Wichita,Sedgwick,Wichita,KS,67259,Midwest,etorrell,d&:dL3VoSzq5~*
912061,Ms.,Carmela,I,Hefner,F,carmela.hefner@gmail.com,Demetrius Hefner,Neely Hefner,Gale,4/21/1981,04:41:07 PM,34.94320433402979,57,5/31/2009,Q2,H1,2009,5,May,May,31,Sunday,Sun,8.16,128141,20%,287-15-3794,701-309-0650,Abercrombie,Richland,Abercrombie,ND,58001,Midwest,cihefner,Pv<^AvBoI
563929,Mrs.,Celsa,M,Durden,F,celsa.durden@gmail.com,Kip Durden,Soon Durden,Hilt,3/24/1991,12:37:03 AM,43.67601798083321,60,4/9/2013,Q2,H1,2013,4,April,Apr,9,Tuesday,Tue,4.3,114598,26%,530-99-4445,209-352-1531,Petaluma,Sonoma,Petaluma,CA,94953,West,cmdurden,i{ygjMb<z+#K
134528,Mr.,Franklin,M,Ridgeway,M,franklin.ridgeway@hotmail.co.uk,Dwight Ridgeway,Mila Ridgeway,Rotella,8/2/1969,01:33:04 PM,45.33705276171598,61,12/22/2005,Q4,H2,2005,12,December,Dec,22,Thursday,Thu,11.61,109943,2%,115-98-0380,210-693-6354,Richland,Navarro,Richland,TX,76681,South,fmridgeway,KyH}elG7DS&
